,Unnamed: 0,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Energy_Savings.Active_Power_X1,12430012063.C1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
70,70,,15.978966666666665,40.565666666666615,181.92527777777775,0.7307692307692307,317.6,2.333333333333333,1.0,26.185,,0.17,,0.5,0.148125,3322.0,456.615,17.0,1.0,20.055,-220.9,-311.75647058823535,14.4,2019-12-16 07:58:28.648,385.7245,3.5,,,,i.O.,i.O.,i.O.,22,71
71,71,8.0,22.01548148148149,184.78646153846157,184.9661111111111,0.8666666666666667,317.5,2.0,0.5,,74.58,0.15000000000000002,,0.5555555555555556,0.15333333333333332,-12632.5,461.01,16.2,3.6,,50.90909090909091,-312.3302857142857,20.75,2019-12-16 07:58:35.851,837.3146666666668,3.5,82.20299999999999,3158.0,-305.35,i.O.,i.O.,i.O.,22,72
72,72,6.5,26.077720000000003,81.44191666666666,194.83055555555558,0.7,317.1666666666667,2.4,0.0,,,0.1166666666666667,,0.5,0.15437500000000004,-5402.0,352.66,10.666666666666666,1.1428571428571428,,238.42857142857144,-314.9082352941176,18.0625,2019-12-16 07:58:43.057,-2248.705,3.5,-19.5235,675.0,-292.975,i.O.,i.O.,i.O.,22,73
73,73,,21.387230769230765,-33.171642857142885,178.08722222222218,0.8461538461538461,317.22222222222223,2.25,0.6,26.155,,0.11666666666666667,,0.42857142857142855,0.15611111111111112,1323.3333333333333,365.6033333333333,11.75,0.6666666666666666,,-58.0,-312.34885714285707,14.083333333333336,2019-12-16 07:58:50.262,143.91333333333333,3.5,,,,i.O.,i.O.,i.O.,22,74
74,74,6.0,21.819586206896556,29.18317647058824,175.83388888888882,0.76,317.5,2.5,1.25,,,0.13333333333333336,,0.5,0.11722222222222226,4466.5,384.37,5.25,0.8333333333333334,,-90.2,-312.34714285714284,19.727272727272727,2019-12-16 07:58:57.459,71.73100000000001,3.5,,,,i.O.,i.O.,i.O.,22,75
75,75,7.0,30.012695652173914,411.78342857142854,174.48771428571428,0.9473684210526316,317.1666666666667,2.333333333333333,0.5,,,0.14285714285714288,,0.6666666666666666,0.1675,0.0,395.33,0.3333333333333333,0.8333333333333334,,178.41666666666663,-314.98529411764713,19.266666666666666,2019-12-16 07:59:04.660,0.0,3.5,,,,i.O.,i.O.,i.O.,22,76
76,76,,19.17474193548388,205.83709090909096,177.13611111111106,0.8333333333333334,317.57142857142856,2.333333333333333,0.5,26.155,74.57,0.16,,0.4545454545454545,0.15823529411764706,1135.6666666666667,410.2166666666667,8.0,0.8333333333333334,,4.818181818181818,-315.0267647058824,15.071428571428573,2019-12-16 07:59:11.659,-47.36966666666666,3.555555555555556,,,,i.O.,i.O.,i.O.,22,77
77,77,6.0,19.85953571428572,165.80569999999997,185.09527777777785,0.8235294117647058,317.27272727272725,1.5,1.0,26.155,,0.14285714285714288,,0.5,0.13666666666666666,4252.0,427.895,7.4,0.8571428571428571,,-184.9,-312.36114285714285,17.454545454545453,2019-12-16 07:59:18.927,48.72333333333333,3.333333333333333,,,,i.O.,i.O.,i.O.,22,78
78,78,7.0,32.75695833333334,207.17950000000005,189.75,0.7894736842105263,317.3333333333333,2.2,0.5,26.155,,0.18333333333333332,,0.5,0.12733333333333333,0.0,440.33,0.3333333333333333,0.75,,139.83333333333334,-314.9973529411765,24.777777777777782,2019-12-16 07:59:26.082,0.0,3.5,,,,i.O.,i.O.,i.O.,22,79
79,79,,24.145962962962965,-101.46026666666666,188.97805555555558,0.8260869565217391,316.5,2.0,1.2,26.152,,0.16153846153846158,,0.6,0.1588888888888889,1859.666666666667,454.44,6.0,1.0,,138.0909090909091,-315.0061764705883,17.307692307692307,2019-12-16 07:59:33.062,36.5425,3.5,,,,i.O.,i.O.,i.O.,22,80
80,80,,22.59882142857143,140.50283333333337,176.7238888888889,0.9285714285714286,317.0,1.6,0.6666666666666666,,,0.125,,0.5,0.15,0.0,470.33,2.2,1.1666666666666667,,-220.8,-314.58363636363634,13.916666666666664,2019-12-16 07:59:40.269,311.286,3.5,,,,i.O.,i.O.,i.O.,22,81
