,Unnamed: 0,12430012063.C1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Energy_Savings.Active_Power_X1,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
68,68,1.5,3.1579677144893343e-16,639.4562857142857,184.2633333333334,0.5,317.15384615384613,1.5,0.0,27.19384615384616,73.98,0.052380952380952375,0.48,0.1672727272727273,0.3333333333333333,0.8,,7.3076923076923075,-303.4162385321101,15.266666666666667,2019-11-20 09:59:53.187,0.0,0.05000000000000001,230.5,427.985,5.5,,,,i.O.,n.i.O.,i.O.,1,69
69,69,,-0.6055263157894735,-198.76442857142857,177.2402678571429,0.4912280701754386,317.3478260869565,1.75,0.6666666666666666,27.195,,0.05000000000000001,0.5,0.11788461538461535,21.0,1.0,,-60.0,-302.59612612612625,14.923076923076925,2019-11-20 10:00:15.310,411.439,0.057142857142857134,3322.0,444.245,5.5,,,,i.O.,n.i.O.,i.O.,1,70
70,70,,-0.20842391304347815,-12.122999999999962,182.96008928571428,0.5,317.1851851851852,1.5,0.5,,73.97,0.048,0.5135135135135135,0.13884615384615387,2.142857142857143,0.875,,15.32,-302.61891891891895,21.58333333333333,2019-11-20 10:00:37.707,37.219,0.05,4358.5,462.585,5.5,,,,i.O.,i.O.,i.O.,1,71
71,71,,0.4123655913978496,769.3458750000002,188.68017857142846,0.5,317.2857142857143,1.5,0.5,,73.96,0.05135135135135137,0.5,0.12370370370370365,14.25,2.0,25.125882352941176,88.35,-302.6086486486487,20.285714285714285,2019-11-20 10:01:00.133,-132.184,0.04838709677419355,-16437.5,454.8,5.7142857142857135,199.343,4109.0,-301.89,i.O.,n.i.O.,i.O.,1,72
72,72,,0.6321428571428577,668.7647142857143,178.33026785714284,0.5072463768115942,317.5,1.6666666666666667,0.5,,,0.05000000000000001,0.5,0.16250000000000006,19.5,1.1666666666666667,25.125,-12.4375,-303.43422018348633,14.705882352941178,2019-11-20 10:01:22.512,357.3025,0.05,-996.0,353.2033333333334,4.5,-4.11,194.0,-291.475,i.O.,n.i.O.,i.O.,1,73
73,73,,1.7235955056179777,-139.88114285714286,180.83812499999993,0.4925373134328358,317.5,1.75,0.5,,73.95,0.04857142857142858,0.4848484848484849,0.14634615384615388,8.2,0.75,,-200.25,-302.61306306306307,13.923076923076925,2019-11-20 10:01:44.907,-60.903999999999996,0.05172413793103449,2748.5,368.835,5.5,,,,i.O.,i.O.,i.O.,1,74
74,74,1.5,0.605526315789474,-88.35825000000004,178.05241071428574,0.5,317.5,1.0,0.0,27.163636363636364,,0.05,0.5,0.13849056603773582,5.0,0.875,,-11.25,-302.60153153153163,20.076923076923077,2019-11-20 10:02:07.395,-46.91866666666667,0.04814814814814815,4426.5,387.0,5.5,,,,i.O.,i.O.,i.O.,1,75
75,75,,-0.22296511627906934,698.23975,182.32026785714282,0.5,317.3333333333333,2.0,1.0,27.165000000000006,73.94,0.05000000000000002,0.5151515151515151,0.1588461538461539,3.25,0.8333333333333334,,211.5,-302.6084684684685,22.58333333333333,2019-11-20 10:02:29.832,410.7625,0.05,1460.0,404.895,5.5,,,,i.O.,i.O.,i.O.,1,76
76,76,,-0.2396875000000001,683.6852857142858,174.17432432432443,0.5070422535211268,317.1304347826087,0.0,0.5,,73.93,0.05,0.5,0.15875000000000006,0.3333333333333333,0.8,25.155,25.33333333333333,-303.4175229357798,21.0,2019-11-20 10:02:52.123,0.0,0.05000000000000001,57.5,412.96,5.5,,,,i.O.,i.O.,i.O.,1,77
77,77,,-0.21544943820224696,-139.08185714285716,178.09812500000007,0.4918032786885246,317.3870967741936,1.6666666666666667,0.5,,,0.05,0.5151515151515151,0.14945454545454542,8.2,0.8333333333333334,25.15565217391304,-86.6111111111111,-302.61306306306307,13.117647058823529,2019-11-20 10:03:14.322,4.962666666666668,0.056000000000000015,2748.5,428.665,5.5,,,,i.O.,i.O.,i.O.,1,78
78,78,,-1.7044444444444442,-173.91875,183.81830357142863,0.5,317.3030303030303,2.0,1.0,,73.92,0.05000000000000001,0.4838709677419355,0.17173076923076927,6.333333333333332,1.0,25.155,-30.65,-302.6202702702703,17.352941176470587,2019-11-20 10:03:36.731,341.73800000000006,0.05,4466.5,446.7,5.5,,,,i.O.,i.O.,i.O.,1,79
79,79,,0.19973958333333328,639.489625,176.68285714285722,0.5,317.3055555555556,1.0,1.0,27.128666666666664,,0.05000000000000001,0.5151515151515151,0.15603773584905656,1.3,0.6,,111.3125,-302.6095495495496,19.875,2019-11-20 10:03:59.124,-179.328,0.052173913043478265,2096.0,464.745,5.5,,,,i.O.,i.O.,i.O.,1,80
80,80,1.5,3.861645303044023e-16,779.6038571428572,177.2690990990992,0.5,317.1388888888889,1.75,0.6666666666666666,27.129999999999995,73.90999999999998,0.05000000000000002,0.4878048780487805,0.1536,0.42857142857142855,0.8333333333333334,,9.0,-304.37574074074075,16.2,2019-11-20 10:04:21.518,0.0,0.05357142857142858,0.0,472.96,5.5,,,,i.O.,i.O.,i.O.,1,81
