,Unnamed: 0,12430012063.A1_Axis.Actual_Power,12430012063.C1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_X1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
70,70,3.5,3.5,-1.4750512820512842,-149.5525,-76.12918181818176,176.25333333333333,0.48,635.4444444444445,1.0,0.6666666666666666,,0.5,0.31399999999999995,3073.5,454.245,4.0,0.75,269.8,-293.6907894736842,18.0,2019-12-09 09:18:30.157,,,0.08571428571428573,,,,,i.O.,n.i.O.,i.O.,16,71
71,71,3.5,3.5,-9.587342105263161,34.512,221.53022222222216,181.87512820512825,0.5263157894736842,635.5,1.0,0.5,,0.5,0.442,3980.5,468.295,0.6666666666666666,0.8333333333333334,11.272727272727273,-293.74631578947367,19.473684210526315,2019-12-09 09:18:37.842,73.65,,0.1,,,,,i.O.,n.i.O.,i.O.,16,72
72,72,3.75,3.5,-3.532157894736843,-293.24066666666664,363.06916666666666,177.39475000000004,0.4615384615384616,635.5,1.0,1.0,,0.5,0.4077777777777778,-12036.0,389.68,27.0,2.3,234.8181818181818,-296.2762162162162,20.933333333333334,2019-12-09 09:18:45.605,,,0.12,,79.12100000000001,1504.666666666667,-297.6,i.O.,n.i.O.,i.O.,16,73
73,73,3.5,3.6666666666666665,-11.504825000000006,468.73400000000004,579.5316363636364,180.57675,0.5,635.4285714285714,1.3333333333333333,1.0,,0.5,0.5025,5049.333333333333,362.8966666666667,15.2,0.7272727272727273,-11.785714285714285,-293.29756756756746,17.5625,2019-12-09 09:18:53.617,,,0.1444444444444445,,,,,i.O.,n.i.O.,i.O.,16,74
74,74,4.0,3.5,-1.095714285714284,55.49,680.5849999999998,176.7871794871795,0.5333333333333333,635.4848484848485,1.0,0.5,,0.5,0.5847368421052632,1742.5,380.76,6.5,0.75,-96.0909090909091,-293.2794594594595,15.615384615384615,2019-12-09 09:19:01.612,,,0.15,,,,,i.O.,n.i.O.,i.O.,16,75
75,75,,3.4545454545454546,-12.783166666666668,0.6765,714.3261111111111,191.6430769230769,0.4736842105263158,635.5,1.0,1.0,,0.5,0.3513333333333334,518.5,395.4,1.7142857142857142,0.7,-44.75,-293.71315789473675,13.6875,2019-12-09 09:19:09.410,73.64,,0.16,,,,,i.O.,n.i.O.,i.O.,16,76
76,76,,3.5,-4.424948717948717,0.0,255.20533333333324,169.57461538461538,0.5333333333333333,635.5,1.0,1.0,,0.5,0.2947368421052632,14.5,410.33,1.0,0.7,79.55555555555556,-293.7092105263157,14.0,2019-12-09 09:19:17.212,,,0.1444444444444445,,,,,i.O.,n.i.O.,i.O.,16,77
77,77,,3.5,-11.71791666666667,-5.4135,-92.50790000000003,184.43051282051286,0.4736842105263158,635.5384615384615,1.0,1.0,,0.5,0.4045,0.0,425.33,2.25,0.6666666666666666,170.25,-293.70605263157887,15.3,2019-12-09 09:19:25.058,,27.741999999999997,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,78
78,78,,3.5,-4.916666666666667,-74.438,-323.4051,171.59153846153848,0.5,635.4615384615385,1.4,0.8333333333333334,,0.5,0.4033333333333334,242.5,440.31,7.0,0.6666666666666666,293.15384615384613,-293.71710526315786,14.222222222222221,2019-12-09 09:19:32.836,,27.745,0.15000000000000002,,,,,i.O.,n.i.O.,i.O.,16,79
79,79,,3.5,-8.595586206896552,-265.9465,-266.87609090909086,186.44615384615383,0.5,635.3823529411766,0.75,0.3333333333333333,,0.5,0.3994736842105264,1185.0,455.09,15.0,0.6666666666666666,177.88235294117646,-293.7313157894737,16.666666666666668,2019-12-09 09:19:40.616,,27.745,0.1,,,,,i.O.,n.i.O.,i.O.,16,80
80,80,3.5,3.5,-2.950051282051281,-185.4185,-119.87372727272721,173.60846153846157,0.5217391304347826,635.5,1.0,0.6666666666666666,,0.5454545454545454,0.3315,2775.0,469.44,2.6666666666666665,0.8333333333333334,199.625,-296.2772972972973,21.58333333333333,2019-12-09 09:19:48.409,73.63,,0.15,,,,,n.i.O.,n.i.O.,i.O.,16,81
